"Xdistance [mm]","Ydistance [mm]","Freq [MHz]","mag(Zt(Source1_T1,Source1_T1) - ((Zt(Source1_T1,Source2_T1)*Zt(Source2_T1,Source1_T1)))/(Zt(Source2_T1,Source2_T1)+50)) []"
40.254,40.254,0.199526231496888,50.7020879731615
40.254,40.254,0.201836636368156,50.7046262959579
40.254,40.254,0.204173794466953,50.7072215350757
40.254,40.254,0.206538015581053,50.7098749309207
40.254,40.254,0.208929613085404,50.7125877498856
40.254,40.254,0.211348903983665,50.7153612848159
40.254,40.254,0.213796208950223,50.7181968557067
40.254,40.254,0.216271852372702,50.7210958101331
40.254,40.254,0.218776162394955,50.7240595237604
40.254,40.254,0.221309470960564,50.7270894010669
40.254,40.254,0.223872113856834,50.7301868758841
40.254,40.254,0.226464430759306,50.7333534119838
40.254,40.254,0.229086765276777,50.7365905036263
40.254,40.254,0.231739464996848,50.7398996763209
40.254,40.254,0.234422881531992,50.7432824874366
40.254,40.254,0.237137370566166,50.7467405268028
40.254,40.254,0.239883291901949,50.7502754174945
40.254,40.254,0.242661009508242,50.7538888163766
40.254,40.254,0.245470891568503,50.7575824149934
40.254,40.254,0.248313310529557,50.7613579401637
40.254,40.254,0.251188643150958,50.7652171547728
40.254,40.254,0.254097270554931,50.7691618585814
40.254,40.254,0.257039578276886,50.7731938889232
40.254,40.254,0.260015956316527,50.7773151215942
40.254,40.254,0.263026799189538,50.7815274716365
40.254,40.254,0.266072505979881,50.7858328941395
40.254,40.254,0.269153480392692,50.7902333852598
40.254,40.254,0.272270130807791,50.7947309829267
40.254,40.254,0.275422870333817,50.7993277678271
40.254,40.254,0.278612116862977,50.8040258644587
40.254,40.254,0.281838293126445,50.8088274418916
40.254,40.254,0.285101826750391,50.8137347148333
40.254,40.254,0.288403150312661,50.818749944781
40.254,40.254,0.291742701400117,50.8238754408141
40.254,40.254,0.295120922666639,50.8291135608614
40.254,40.254,0.298538261891796,50.8344667127029
40.254,40.254,0.301995172040202,50.8399373550498
40.254,40.254,0.305492111321551,50.8455279988839
40.254,40.254,0.309029543251359,50.85124120841
40.254,40.254,0.312607936712396,50.8570796024227
40.254,40.254,0.316227766016838,50.8630458555099
40.254,40.254,0.31988951096914,50.8691426993425
40.254,40.254,0.323593656929628,50.8753729239729
40.254,40.254,0.327340694878838,50.8817393792387
40.254,40.254,0.331131121482591,50.8882449760627
40.254,40.254,0.334965439157828,50.8948926879173
40.254,40.254,0.338844156139203,50.9016855523475
40.254,40.254,0.34276778654645,50.908626672382
40.254,40.254,0.346736850452532,50.9157192181108
40.254,40.254,0.350751873952568,50.9229664282377
40.254,40.254,0.354813389233575,50.9303716117862
40.254,40.254,0.358921934645005,50.9379381495888
40.254,40.254,0.363078054770101,50.9456694962016
40.254,40.254,0.367282300498085,50.9535691815435
40.254,40.254,0.371535229097172,50.9616408126299
40.254,40.254,0.375837404288444,50.9698880755666
40.254,40.254,0.380189396320561,50.9783147372889
40.254,40.254,0.384591782045354,50.9869246475826
40.254,40.254,0.389045144994281,50.9957217410239
40.254,40.254,0.393550075455777,51.0047100389857
40.254,40.254,0.398107170553497,51.01389365185
40.254,40.254,0.402717034325459,51.0232767809174
40.254,40.254,0.407380277804113,51.0328637207735
40.254,40.254,0.41209751909733,51.0426588613884
40.254,40.254,0.416869383470335,51.0526666905158
40.254,40.254,0.421696503428582,51.0628917959317
40.254,40.254,0.426579518801593,51.0733388678815
40.254,40.254,0.431519076827765,51.0840127014823
40.254,40.254,0.436515832240166,51.0949181991926
40.254,40.254,0.441570447353313,51.1060603735052
40.254,40.254,0.446683592150963,51.1174443493889
40.254,40.254,0.451855944374922,51.1290753670171
40.254,40.254,0.457088189614875,51.1409587844879
40.254,40.254,0.46238102139926,51.1531000806394
