Xdistance [mm],Ydistance [mm],Freq [MHz],"mag(Zt(Source1_T1,Source1_T1) - ((Zt(Source1_T1,Source2_T1)*Zt(Source2_T1,Source1_T1)))/(Zt(Source2_T1,Source2_T1)+50)) []"
5.254,10.254,7.943282347,100.4598369
5.254,10.254,8.912509381,109.9854102
5.254,10.254,10,121.0781843
10.254,0.254,1,50.96405198
10.254,0.254,1.122018454,51.00743532
10.254,0.254,1.258925412,51.05381315
10.254,0.254,1.412537545,51.10402757
10.254,0.254,1.584893192,51.15938044
10.254,0.254,1.77827941,51.22168824
10.254,0.254,1.995262315,51.29333597
10.254,0.254,2.238721139,51.37734027
10.254,0.254,2.511886432,51.47742963
10.254,0.254,2.818382931,51.59814642
10.254,0.254,3.16227766,51.74497141
10.254,0.254,3.548133892,51.92446885
10.254,0.254,3.981071706,52.14444825
10.254,0.254,4.466835922,52.4141392
10.254,0.254,5.011872336,52.74437923
10.254,0.254,5.623413252,53.14782319
10.254,0.254,6.309573445,53.63919808
10.254,0.254,7.079457844,54.23564864
10.254,0.254,7.943282347,54.95724397
10.254,0.254,8.912509381,55.8277339
10.254,0.254,10,56.87564594
10.254,5.254,1,51.40289879
10.254,5.254,1.122018454,51.59557163
10.254,5.254,1.258925412,51.83501373
10.254,5.254,1.412537545,52.13297419
10.254,5.254,1.584893192,52.50397624
10.254,5.254,1.77827941,52.96586344
10.254,5.254,1.995262315,53.54041688
10.254,5.254,2.238721139,54.25403282
10.254,5.254,2.511886432,55.13843887
10.254,5.254,2.818382931,56.23141522
10.254,5.254,3.16227766,57.57747777
10.254,5.254,3.548133892,59.2284775
10.254,5.254,3.981071706,61.24408116
10.254,5.254,4.466835922,63.69212926
10.254,5.254,5.011872336,66.64892085
10.254,5.254,5.623413252,70.19954752
10.254,5.254,6.309573445,74.43847894
10.254,5.254,7.079457844,79.47067246
10.254,5.254,7.943282347,85.41352565
10.254,5.254,8.912509381,92.40001663
10.254,5.254,10,100.5834086
