Xdistance [mm],Ydistance [mm],Freq [MHz],"mag(Zt(Source1_T1,Source1_T1) - ((Zt(Source1_T1,Source2_T1)*Zt(Source2_T1,Source1_T1)))/(Zt(Source2_T1,Source2_T1)+50)) []"
0.254,10.254,0.1,50.20602588
0.254,10.254,0.101157945,50.20611584
0.254,10.254,0.102329299,50.20620783
0.254,10.254,0.103514217,50.2063019
0.254,10.254,0.104712855,50.20639809
0.254,10.254,0.105925373,50.20649646
0.254,10.254,0.107151931,50.20659704
0.254,10.254,0.108392691,50.2066999
0.254,10.254,0.10964782,50.20680507
0.254,10.254,0.110917482,50.20691261
0.254,10.254,0.112201845,50.20702257
0.254,10.254,0.113501082,50.207135
0.254,10.254,0.114815362,50.20724995
0.254,10.254,0.116144861,50.20736749
0.254,10.254,0.117489755,50.20748766
0.254,10.254,0.118850223,50.20761052
0.254,10.254,0.120226443,50.20773613
0.254,10.254,0.1216186,50.20786455
0.254,10.254,0.123026877,50.20799585
0.254,10.254,0.124451461,50.20813007
0.254,10.254,0.125892541,50.20826729
0.254,10.254,0.127350308,50.20840756
0.254,10.254,0.128824955,50.20855096
0.254,10.254,0.130316678,50.20869755
0.254,10.254,0.131825674,50.20884739
0.254,10.254,0.133352143,50.20900056
0.254,10.254,0.134896288,50.20915713
0.254,10.254,0.136458314,50.20931716
0.254,10.254,0.138038426,50.20948074
0.254,10.254,0.139636836,50.20964793
0.254,10.254,0.141253754,50.20981881
0.254,10.254,0.142889396,50.20999345
0.254,10.254,0.144543977,50.21017195
0.254,10.254,0.146217717,50.21035437
0.254,10.254,0.147910839,50.21054079
0.254,10.254,0.149623566,50.21073131
0.254,10.254,0.151356125,50.210926
0.254,10.254,0.153108746,50.21112496
0.254,10.254,0.154881662,50.21132826
0.254,10.254,0.156675107,50.211536
0.254,10.254,0.158489319,50.21174826
0.254,10.254,0.160324539,50.21196515
0.254,10.254,0.16218101,50.21218675
0.254,10.254,0.164058977,50.21241316
0.254,10.254,0.165958691,50.21264447
0.254,10.254,0.167880402,50.21288079
0.254,10.254,0.169824365,50.21312222
0.254,10.254,0.171790839,50.21336885
0.254,10.254,0.173780083,50.2136208
0.254,10.254,0.175792361,50.21387816
0.254,10.254,0.177827941,50.21414105
0.254,10.254,0.179887092,50.21440957
0.254,10.254,0.181970086,50.21468383
0.254,10.254,0.1840772,50.21496395
0.254,10.254,0.186208714,50.21525005
0.254,10.254,0.188364909,50.21554223
0.254,10.254,0.190546072,50.21584061
0.254,10.254,0.192752491,50.21614533
0.254,10.254,0.19498446,50.21645649
0.254,10.254,0.197242274,50.21677422
0.254,10.254,0.199526231,50.21709865
0.254,10.254,0.201836636,50.21742991
0.254,10.254,0.204173794,50.21776812
0.254,10.254,0.206538016,50.21811342
0.254,10.254,0.208929613,50.21846594
0.254,10.254,0.211348904,50.21882581
0.254,10.254,0.213796209,50.21919317
0.254,10.254,0.216271852,50.21956817
0.254,10.254,0.218776162,50.21995094
0.254,10.254,0.221309471,50.22034163
0.254,10.254,0.223872114,50.22074038
0.254,10.254,0.226464431,50.22114735
0.254,10.254,0.229086765,50.22156267
0.254,10.254,0.231739465,50.2219865
0.254,10.254,0.234422882,50.222419
0.254,10.254,0.237137371,50.22286032
0.254,10.254,0.239883292,50.22331062
0.254,10.254,0.24266101,50.22377006
0.254,10.254,0.245470892,50.2242388
0.254,10.254,0.248313311,50.22471701
0.254,10.254,0.251188643,50.22520485
0.254,10.254,0.254097271,50.22570249
0.254,10.254,0.257039578,50.2262101
0.254,10.254,0.260015956,50.22672786
0.254,10.254,0.263026799,50.22725594
0.254,10.254,0.266072506,50.22779451
0.254,10.254,0.26915348,50.22834377
0.254,10.254,0.272270131,50.22890389
0.254,10.254,0.27542287,50.22947505
0.254,10.254,0.278612117,50.23005744
0.254,10.254,0.281838293,50.23065125
0.254,10.254,0.285101827,50.23125668
0.254,10.254,0.28840315,50.23187391
0.254,10.254,0.291742701,50.23250314
0.254,10.254,0.295120923,50.23314458
0.254,10.254,0.298538262,50.23379842
0.254,10.254,0.301995172,50.23446486
