"coinPosition [mm]","Freq [MHz]","mag(Zt(Source1_T1,Source1_T1) - ((Zt(Source1_T1,Source2_T1)*Zt(Source2_T1,Source1_T1)))/(Zt(Source2_T1,Source2_T1)+50)) []"
4,1.99526231496888,50.0193616477593
4,2.23872113856834,50.0202015330995
4,2.51188643150958,50.0211148901035
4,2.81838293126445,50.0220939702097
4,3.16227766016838,50.0231317565843
4,3.54813389233575,50.0242245785056
4,3.98107170553497,50.0253748501568
4,4.46683592150963,50.0265935735132
4,5.01187233627272,50.0279024001552
4,5.62341325190349,50.0293352649422
4,6.30957344480193,50.0309397943404
4,7.07945784384138,50.0327787951974
4,7.94328234724282,50.0349321387773
4,8.91250938133745,50.0374992984944
4,10,50.0406027135842
5,1,50.0168822336031
5,1.12201845430196,50.017281522766
5,1.25892541179417,50.0177400166437
5,1.41253754462275,50.0182587132564
5,1.58489319246111,50.0188366581363
5,1.77827941003892,50.019471273464
5,1.99526231496888,50.0201592423748
5,2.23872113856834,50.0208979388092
5,2.51188643150958,50.0216872580595
5,2.81838293126445,50.0225316105357
5,3.16227766016838,50.0234418397549
5,3.54813389233575,50.0244369200719
5,3.98107170553497,50.025545437635
5,4.46683592150963,50.0268069989263
5,5.01187233627272,50.0282738014299
5,5.62341325190349,50.0300126317566
5,6.30957344480193,50.0321075464141
5,7.07945784384138,50.0346634667853
5,7.94328234724282,50.0378109039263
5,8.91250938133745,50.04171202996
5,10,50.0465683301588
6,1,50.0166851892087
6,1.12201845430196,50.017075527958
6,1.25892541179417,50.0175234499151
6,1.41253754462275,50.0180296518791
6,1.58489319246111,50.018592759838
6,1.77827941003892,50.0192095989129
6,1.99526231496888,50.0198760087743
6,2.23872113856834,50.0205882013034
6,2.51188643150958,50.0213445206798
6,2.81838293126445,50.0221473682749
6,3.16227766016838,50.023005046247
6,3.54813389233575,50.0239333623584
6,3.98107170553497,50.024956984266
6,4.46683592150963,50.0261106732944
6,5.01187233627272,50.0274406201014
6,5.62341325190349,50.0290061367424
6,6.30957344480193,50.0308819486391
6,7.07945784384138,50.0331613033905
6,7.94328234724282,50.0359600930247
6,8.91250938133745,50.0394221823711
6,10,50.0437261485595
7,1,50.0169150404022
7,1.12201845430196,50.0173305220548
7,1.25892541179417,50.0178085739855
7,1.41253754462275,50.0183504307808
7,1.58489319246111,50.0189551339902
7,1.77827941003892,50.0196197583962
7,1.99526231496888,50.0203402194921
7,2.23872113856834,50.0211126798036
7,2.51188643150958,50.0219354239793
7,2.81838293126445,50.0228109570353
7,3.16227766016838,50.0237480555774
7,3.54813389233575,50.0247635844496
7,3.98107170553497,50.0258840440843
7,4.46683592150963,50.0271469713972
7,5.01187233627272,50.0286024263523
7,5.62341325190349,50.0303148394393
7,6.30957344480193,50.0323654878847
7,7.07945784384138,50.0348558392592
7,7.94328234724282,50.0379119749894
7,8.91250938133745,50.0416902952099
7,10,50.0463847104313
8,1,50.0170521303934
8,1.12201845430196,50.0175065923851
8,1.25892541179417,50.0180330320961
8,1.41253754462275,50.0186338699505
8,1.58489319246111,50.0193088289155
8,1.77827941003892,50.0200548332483
8,1.99526231496888,50.0208665220591
8,2.23872113856834,50.0217374872006
8,2.51188643150958,50.0226621790982
8,2.81838293126445,50.0236382500544
8,3.16227766016838,50.0246690030572
8,3.54813389233575,50.0257656391799
8,3.98107170553497,50.0269491396875
8,4.46683592150963,50.0282518146761
8,5.01187233627272,50.029718719673
8,5.62341325190349,50.031409236599
8,6.30957344480193,50.03339913335
8,7.07945784384138,50.0357833850987
8,7.94328234724282,50.0386799948151
8,8.91250938133745,50.0422350136205
8,10,50.0466289403933
9,1,50.016525516218
9,1.12201845430196,50.0169436982161
9,1.25892541179417,50.0174289494885
9,1.41253754462275,50.0179842164196
9,1.58489319246111,50.0186103710387
9,1.77827941003892,50.0193062608156
9,1.99526231496888,50.0200693291384
9,2.23872113856834,50.0208968901157
9,2.51188643150958,50.0217879945606
9,2.81838293126445,50.0227456794648
9,3.16227766016838,50.023779320349
9,3.54813389233575,50.024906845497
9,3.98107170553497,50.0261567083138
9,4.46683592150963,50.0275696885354
9,5.01187233627272,50.0292007386246
9,5.62341325190349,50.0311211719341
9,6.30957344480193,50.0334215069564
9,7.07945784384138,50.0362152644228
9,7.94328234724282,50.0396439910565
9,8.91250938133745,50.0438837751629
9,10,50.0491535308016
10,1,50.0167451191113
10,1.12201845430196,50.017171659853
10,1.25892541179417,50.0176663691798
10,1.41253754462275,50.0182318742029
10,1.58489319246111,50.0188683904066
10,1.77827941003892,50.0195736446117
10,1.99526231496888,50.020343373093
10,2.23872113856834,50.02117249988
10,2.51188643150958,50.0220569471069
10,2.81838293126445,50.0229958677382
10,3.16227766016838,50.0239939960152
10,3.54813389233575,50.0250638335204
10,3.98107170553497,50.0262275216179
10,4.46683592150963,50.0275184341941
10,5.01187233627272,50.0289826847598
10,5.62341325190349,50.0306808337694
10,6.30957344480193,50.0326901026405
10,7.07945784384138,50.0351073767468
10,7.94328234724282,50.03805324307
10,8.91250938133745,50.0416772815127
10,10,50.0461648194909
11,1,50.0176608704759
11,1.12201845430196,50.0182282963974
11,1.25892541179417,50.0188734904369
11,1.41253754462275,50.019595061952
11,1.58489319246111,50.0203884140648
11,1.77827941003892,50.0212463294016
11,1.99526231496888,50.0221603308715
11,2.23872113856834,50.0231227323171
11,2.51188643150958,50.0241291088082
11,2.81838293126445,50.0251808181001
11,3.16227766016838,50.02628724641
11,3.54813389233575,50.0274676155611
11,3.98107170553497,50.0287524006356
11,4.46683592150963,50.0301845831738
11,5.01187233627272,50.0318210581974
11,5.62341325190349,50.0337345257547
11,6.30957344480193,50.0360161628788
11,7.07945784384138,50.0387793277845
11,7.94328234724282,50.042164520256
11,8.91250938133745,50.0463458194742
11,10,50.05153903984
12,1,50.0167506814747
12,1.12201845430196,50.0172006399847
12,1.25892541179417,50.0177264367521
12,1.41253754462275,50.0183326533988
12,1.58489319246111,50.0190215926062
12,1.77827941003892,50.0197930488364
12,1.99526231496888,50.0206446433752
12,2.23872113856834,50.0215728919176
12,2.51188643150958,50.022575029267
12,2.81838293126445,50.0236514338241
12,3.16227766016838,50.0248083531363
12,3.54813389233575,50.0260606032374
12,3.98107170553497,50.0274340187712
12,4.46683592150963,50.0289676218959
12,5.01187233627272,50.0307156750469
12,5.62341325190349,50.0327499199731
12,6.30957344480193,50.0351623615744
12,7.07945784384138,50.0380689489808
12,7.94328234724282,50.0416144736978
12,8.91250938133745,50.0459789754272
12,10,50.0513859347354
13,1,50.0167253577894
13,1.12201845430196,50.0171859613218
13,1.25892541179417,50.0177208131697
13,1.41253754462275,50.0183327582489
13,1.58489319246111,50.0190217777015
13,1.77827941003892,50.0197847297344
13,1.99526231496888,50.0206156914364
13,2.23872113856834,50.0215070499803
13,2.51188643150958,50.0224513279121
13,2.81838293126445,50.0234435357657
13,3.16227766016838,50.0244837104997
13,3.54813389233575,50.0255792895681
13,3.98107170553497,50.0267470960384
13,4.46683592150963,50.0280149118294
13,5.01187233627272,50.0294228086599
13,5.62341325190349,50.0310245271219
13,6.30957344480193,50.0328892293437
13,7.07945784384138,50.0351039245568
13,7.94328234724282,50.0377768168512
13,8.91250938133745,50.041041779269
13,10,50.0450641299265
14,1,50.0171400886695
14,1.12201845430196,50.0176198008929
14,1.25892541179417,50.0181745337617
14,1.41253754462275,50.0188065633822
14,1.58489319246111,50.0195154174596
14,1.77827941003892,50.0202978783495
14,1.99526231496888,50.0211486461072
14,2.23872113856834,50.0220617501295
14,2.51188643150958,50.0230326220661
14,2.81838293126445,50.0240605718725
14,3.16227766016838,50.0251513245841
14,3.54813389233575,50.0263193241264
14,3.98107170553497,50.0275896718497
14,4.46683592150963,50.0289997692073
14,5.01187233627272,50.0306008981735
14,5.62341325190349,50.0324600575942
14,6.30957344480193,50.0346623834894
14,7.07945784384138,50.0373144475985
14,7.94328234724282,50.040548686126
14,8.91250938133745,50.044529180797
14,10,50.0494590020884
15,1,50.015729486414
15,1.12201845430196,50.0160876174393
15,1.25892541179417,50.0165144655232
15,1.41253754462275,50.0170176248176
15,1.58489319246111,50.0176033991362
15,1.77827941003892,50.018276118039
15,1.99526231496888,50.0190376484409
15,2.23872113856834,50.0198873427624
15,2.51188643150958,50.0208226553122
15,2.81838293126445,50.0218405621221
15,3.16227766016838,50.0229397473802
15,3.54813389233575,50.024123332501
15,3.98107170553497,50.0254018079872
15,4.46683592150963,50.0267958456076
15,5.01187233627272,50.0283388155593
15,5.62341325190349,50.0300790436285
15,6.30957344480193,50.0320820313001
15,7.07945784384138,50.0344329709989
15,7.94328234724282,50.0372399113071
15,8.91250938133745,50.0406378896565
15,10,50.0447942864989
16,1,50.0159736354357
16,1.12201845430196,50.0163243594174
16,1.25892541179417,50.0167397482219
16,1.41253754462275,50.0172259388929
16,1.58489319246111,50.0177876007385
16,1.77827941003892,50.0184274319158
16,1.99526231496888,50.0191459570463
16,2.23872113856834,50.0199418397724
16,2.51188643150958,50.0208128700423
16,2.81838293126445,50.02175765711
16,3.16227766016838,50.0227778930103
16,3.54813389233575,50.0238809187217
16,3.98107170553497,50.0250822938931
16,4.46683592150963,50.0264081617897
16,5.01187233627272,50.027897373697
16,5.62341325190349,50.0296035177005
16,6.30957344480193,50.0315971232201
16,7.07945784384138,50.0339683625655
16,7.94328234724282,50.0368305589505
16,8.91250938133745,50.0403247672218
16,10,50.0446256437906
17,1,50.0170175092732
17,1.12201845430196,50.0175243678545
17,1.25892541179417,50.0181114858066
17,1.41253754462275,50.018781632272
17,1.58489319246111,50.0195346479114
17,1.77827941003892,50.020367372391
17,1.99526231496888,50.021274260618
17,2.23872113856834,50.0222488029657
17,2.51188643150958,50.0232856804186
17,2.81838293126445,50.0243833959122
17,3.16227766016838,50.0255470168018
17,3.54813389233575,50.0267906981395
17,3.98107170553497,50.0281398187609
17,4.46683592150963,50.0296327798892
17,5.01187233627272,50.0313227017366
17,5.62341325190349,50.033279357394
17,6.30957344480193,50.0355917038893
17,7.07945784384138,50.0383713405697
17,7.94328234724282,50.0417571832698
17,8.91250938133745,50.0459216154341
17,10,50.0510783731073
18,1,50.0165876031528
18,1.12201845430196,50.0170306336124
18,1.25892541179417,50.017549982943
18,1.41253754462275,50.0181509642666
18,1.58489319246111,50.0188367957856
18,1.77827941003892,50.0196083242706
18,1.99526231496888,50.0204642814894
18,2.23872113856834,50.0214022603339
18,2.51188643150958,50.0224204663397
18,2.81838293126445,50.0235201207727
18,3.16227766016838,50.024708237805
18,3.54813389233575,50.02600044797
18,3.98107170553497,50.0274236239226
18,4.46683592150963,50.0290182469167
18,5.01187233627272,50.0308406549225
18,5.62341325190349,50.0329654647482
18,6.30957344480193,50.0354885310203
18,7.07945784384138,50.0385308077476
18,7.94328234724282,50.0422434476094
18,8.91250938133745,50.0468144413956
18,10,50.0524770811627
19,1,50.0164601246163
19,1.12201845430196,50.0168875444945
19,1.25892541179417,50.0173851908594
19,1.41253754462275,50.0179567277372
19,1.58489319246111,50.0186036930319
19,1.77827941003892,50.0193254345295
19,1.99526231496888,50.0201196122095
19,2.23872113856834,50.0209833861544
19,2.51188643150958,50.0219152634343
19,2.81838293126445,50.0229174166906
19,3.16227766016838,50.023998185658
19,3.54813389233575,50.0251744848803
19,3.98107170553497,50.0264739656995
19,4.46683592150963,50.027936962407
19,5.01187233627272,50.0296184184736
19,5.62341325190349,50.0315900903712
19,6.30957344480193,50.0339433570606
19,7.07945784384138,50.0367929469196
19,7.94328234724282,50.0402818627254
19,8.91250938133745,50.044587762182
19,10,50.0499310440808
20,1,50.0160172248199
20,1.12201845430196,50.0164183509911
20,1.25892541179417,50.0168932218858
20,1.41253754462275,50.0174486817056
20,1.58489319246111,50.0180897942119
20,1.77827941003892,50.0188192240524
20,1.99526231496888,50.0196369542378
20,2.23872113856834,50.0205405882064
20,2.51188643150958,50.0215264245864
20,2.81838293126445,50.0225913447027
20,3.16227766016838,50.0237353587162
20,3.54813389233575,50.0249644981357
20,3.98107170553497,50.0262937001389
20,4.46683592150963,50.0277494293915
20,5.01187233627272,50.0293719811707
20,5.62341325190349,50.0312176199911
20,6.30957344480193,50.033360856823
20,7.07945784384138,50.0358972276217
20,7.94328234724282,50.0389469226387
20,8.91250938133745,50.0426595654363
20,10,50.0472203826431
21,1,50.0169764418629
21,1.12201845430196,50.0174462572697
21,1.25892541179417,50.0179982309637
21,1.41253754462275,50.0186387541038
21,1.58489319246111,50.0193722844813
21,1.77827941003892,50.0202011122738
21,1.99526231496888,50.0211256881894
21,2.23872113856834,50.0221457124197
21,2.51188643150958,50.023262049511
21,2.81838293126445,50.0244793501013
21,3.16227766016838,50.0258091021656
21,3.54813389233575,50.0272727822918
21,3.98107170553497,50.0289048645321
21,4.46683592150963,50.0307556349851
21,5.01187233627272,50.0328939737351
21,5.62341325190349,50.0354104281704
21,6.30957344480193,50.0384209815756
21,7.07945784384138,50.042071931733
21,7.94328234724282,50.0465462713777
21,8.91250938133745,50.0520719386003
21,10,50.0589322974232
22,1,50.016933009362
22,1.12201845430196,50.0174053338779
22,1.25892541179417,50.0179507561799
22,1.41253754462275,50.0185715841044
22,1.58489319246111,50.0192677871077
22,1.77827941003892,50.0200372135646
22,1.99526231496888,50.0208764656018
22,2.23872113856834,50.0217824752949
22,2.51188643150958,50.0227546595931
22,2.81838293126445,50.023797391231
22,3.16227766016838,50.0249224796782
22,3.54813389233575,50.0261514366201
22,3.98107170553497,50.0275174694209
22,4.46683592150963,50.0290673312995
22,5.01187233627272,50.0308632935286
22,5.62341325190349,50.0329855674622
22,6.30957344480193,50.0355355061398
22,7.07945784384138,50.0386398893395
22,7.94328234724282,50.0424565720971
22,8.91250938133745,50.0471817712208
22,10,50.0530592794796
23,1,50.0164638783713
23,1.12201845430196,50.0168800481648
23,1.25892541179417,50.0173627774493
23,1.41253754462275,50.0179149024779
23,1.58489319246111,50.0185371713253
23,1.77827941003892,50.0192282940162
23,1.99526231496888,50.0199855614801
23,2.23872113856834,50.0208061148519
23,2.51188643150958,50.0216888000891
23,2.81838293126445,50.0226363991376
23,3.16227766016838,50.0236579573242
23,3.54813389233575,50.0247709673194
23,3.98107170553497,50.026003307364
23,4.46683592150963,50.0273950052069
23,5.01187233627272,50.0290000434777
23,5.62341325190349,50.0308885013033
23,6.30957344480193,50.0331493441383
23,7.07945784384138,50.0358941562439
23,7.94328234724282,50.0392620881146
23,8.91250938133745,50.0434262839223
23,10,50.048602068031
24,1,50.0169904676704
24,1.12201845430196,50.0174841531132
24,1.25892541179417,50.018051315065
24,1.41253754462275,50.0186931181699
24,1.58489319246111,50.0194081469051
24,1.77827941003892,50.0201927305282
24,1.99526231496888,50.0210419580443
24,2.23872113856834,50.0219513872774
24,2.51188643150958,50.0229192790675
24,2.81838293126445,50.0239490600799
24,3.16227766016838,50.0250517016302
24,3.54813389233575,50.0262478095231
24,3.98107170553497,50.027569403402
24,4.46683592150963,50.0290615454
24,5.01187233627272,50.0307840987795
24,5.62341325190349,50.0328139410083
24,6.30957344480193,50.0352479435695
24,7.07945784384138,50.0382069968747
24,7.94328234724282,50.0418413310614
24,8.91250938133745,50.046337375168
24,10,50.0519264076108
