"Xdistance [mm]","Ydistance [mm]","Freq [MHz]","mag(Zt(Source1_T1,Source1_T1) - ((Zt(Source1_T1,Source2_T1)*Zt(Source2_T1,Source1_T1)))/(Zt(Source2_T1,Source2_T1)+50)) []"
0.254,6.254,7.94328234724282,100.495363318201
0.254,6.254,8.91250938133745,110.827019219345
0.254,6.254,10,123.270712791318
0.254,7.254,1,51.9203223375956
0.254,7.254,1.12201845430196,52.2039345918024
0.254,7.254,1.25892541179417,52.5618037290698
0.254,7.254,1.41253754462275,53.0115835751898
0.254,7.254,1.58489319246111,53.5748812456637
0.254,7.254,1.77827941003892,54.2779980784079
0.254,7.254,1.99526231496888,55.1527343236835
0.254,7.254,2.23872113856834,56.2372429168492
0.254,7.254,2.51188643150958,57.5769176288003
0.254,7.254,2.81838293126445,59.225310570023
0.254,7.254,3.16227766016838,61.2451001344716
0.254,7.254,3.54813389233575,63.7091792978656
0.254,7.254,3.98107170553497,66.7020094144223
0.254,7.254,4.46683592150963,70.3214863365174
0.254,7.254,5.01187233627272,74.6816933162821
0.254,7.254,5.62341325190349,79.9170769723934
0.254,7.254,6.30957344480193,86.1888103267006
0.254,7.254,7.07945784384138,93.6944735498148
0.254,7.254,7.94328234724282,102.682826107198
0.254,7.254,8.91250938133745,113.476612823057
0.254,7.254,10,126.508521117341
5.254,0.508,1,50.9530833726504
5.254,0.508,1.12201845430196,51.0041152556033
5.254,0.508,1.25892541179417,51.0633700236738
5.254,0.508,1.41253754462275,51.1332687439501
5.254,0.508,1.58489319246111,51.2169226504357
5.254,0.508,1.77827941003892,51.3182565434107
5.254,0.508,1.99526231496888,51.4421629136144
5.254,0.508,2.23872113856834,51.5946940444592
5.254,0.508,2.51188643150958,51.7832974170517
5.254,0.508,2.81838293126445,52.0170978391089
5.254,0.508,3.16227766016838,52.3072279029497
5.254,0.508,3.54813389233575,52.6672067443888
5.254,0.508,3.98107170553497,53.1133660001764
5.254,0.508,4.46683592150963,53.6653222175024
5.254,0.508,5.01187233627272,54.3464980780782
5.254,0.508,5.62341325190349,55.1847020246814
5.254,0.508,6.30957344480193,56.2127876273313
5.254,0.508,7.07945784384138,57.4694284350363
5.254,0.508,7.94328234724282,59.0000563111543
5.254,0.508,8.91250938133745,60.8580152171764
5.254,0.508,10,63.1059758814204
