0.254,10.254,0.1,50.20602588
0.254,10.254,0.101157945,50.20611899
0.254,10.254,0.102329299,50.20621417
0.254,10.254,0.103514217,50.20631148
0.254,10.254,0.104712855,50.20641094
0.254,10.254,0.105925373,50.20651262
0.254,10.254,0.107151931,50.20661655
0.254,10.254,0.108392691,50.20672278
0.254,10.254,0.10964782,50.20683137
0.254,10.254,0.110917482,50.20694236
0.254,10.254,0.112201845,50.2070558
0.254,10.254,0.113501082,50.20717174
0.254,10.254,0.114815362,50.20729024
0.254,10.254,0.116144861,50.20741135
0.254,10.254,0.117489755,50.20753513
0.254,10.254,0.118850223,50.20766162
0.254,10.254,0.120226443,50.20779088
0.254,10.254,0.1216186,50.20792298
0.254,10.254,0.123026877,50.20805797
0.254,10.254,0.124451461,50.20819591
0.254,10.254,0.125892541,50.20833686
0.254,10.254,0.127350308,50.20848088
0.254,10.254,0.128824955,50.20862803
0.254,10.254,0.130316678,50.20877839
0.254,10.254,0.131825674,50.208932
0.254,10.254,0.133352143,50.20908894
0.254,10.254,0.134896288,50.20924928
0.254,10.254,0.136458314,50.20941308
0.254,10.254,0.138038426,50.20958042
0.254,10.254,0.139636836,50.20975136
0.254,10.254,0.141253754,50.20992597
0.254,10.254,0.142889396,50.21010433
0.254,10.254,0.144543977,50.21028651
0.254,10.254,0.146217717,50.21047259
0.254,10.254,0.147910839,50.21066265
0.254,10.254,0.149623566,50.21085675
0.254,10.254,0.151356125,50.21105499
0.254,10.254,0.153108746,50.21125744
0.254,10.254,0.154881662,50.21146417
0.254,10.254,0.156675107,50.21167529
0.254,10.254,0.158489319,50.21189086
0.254,10.254,0.160324539,50.21211098
0.254,10.254,0.16218101,50.21233573
0.254,10.254,0.164058977,50.2125652
0.254,10.254,0.165958691,50.21279947
0.254,10.254,0.167880402,50.21303865
0.254,10.254,0.169824365,50.21328282
0.254,10.254,0.171790839,50.21353207
0.254,10.254,0.173780083,50.2137865
0.254,10.254,0.175792361,50.21404621
0.254,10.254,0.177827941,50.2143113
0.254,10.254,0.179887092,50.21458185
0.254,10.254,0.181970086,50.21485798
0.254,10.254,0.1840772,50.21513978
0.254,10.254,0.186208714,50.21542737
0.254,10.254,0.188364909,50.21572083
0.254,10.254,0.190546072,50.21602029
0.254,10.254,0.192752491,50.21632584
0.254,10.254,0.19498446,50.21663759
0.254,10.254,0.197242274,50.21695567
0.254,10.254,0.199526231,50.21728017
0.254,10.254,0.201836636,50.21761122
0.254,10.254,0.204173794,50.21794892
0.254,10.254,0.206538016,50.2182934
0.254,10.254,0.208929613,50.21864477
0.254,10.254,0.211348904,50.21900315
0.254,10.254,0.213796209,50.21936867
0.254,10.254,0.216271852,50.21974144
0.254,10.254,0.218776162,50.2201216
0.254,10.254,0.221309471,50.22050926
0.254,10.254,0.223872114,50.22090456
0.254,10.254,0.226464431,50.22130762
0.254,10.254,0.229086765,50.22171858
0.254,10.254,0.231739465,50.22213757
0.254,10.254,0.234422882,50.22256472
0.254,10.254,0.237137371,50.22300018
0.254,10.254,0.239883292,50.22344407
0.254,10.254,0.24266101,50.22389654
0.254,10.254,0.245470892,50.22435773
0.254,10.254,0.248313311,50.22482778
0.254,10.254,0.251188643,50.22530685
0.254,10.254,0.254097271,50.22579507
0.254,10.254,0.257039578,50.22629259
0.254,10.254,0.260015956,50.22679958
0.254,10.254,0.263026799,50.22731618
0.254,10.254,0.266072506,50.22784254
0.254,10.254,0.26915348,50.22837884
0.254,10.254,0.272270131,50.22892521
0.254,10.254,0.27542287,50.22948184
0.254,10.254,0.278612117,50.23004888
0.254,10.254,0.281838293,50.23062649
0.254,10.254,0.285101827,50.23121486
0.254,10.254,0.28840315,50.23181415
0.254,10.254,0.291742701,50.23242453
0.254,10.254,0.295120923,50.23304619
0.254,10.254,0.298538262,50.23367931
0.254,10.254,0.301995172,50.23432406
0.254,10.254,0.305492111,50.23498063
0.254,10.254,0.309029543,50.23564921
0.254,10.254,0.312607937,50.23633
0.254,10.254,0.316227766,50.23702319
0.254,10.254,0.319889511,50.23772898
0.254,10.254,0.323593657,50.23844756
0.254,10.254,0.327340695,50.23917916
0.254,10.254,0.331131121,50.23992397
0.254,10.254,0.334965439,50.24068221
0.254,10.254,0.338844156,50.2414541
0.254,10.254,0.342767787,50.24223985
0.254,10.254,0.34673685,50.2430397
0.254,10.254,0.350751874,50.24385388
0.254,10.254,0.354813389,50.24468262
0.254,10.254,0.358921935,50.24552616
0.254,10.254,0.363078055,50.24638474
0.254,10.254,0.3672823,50.24725862
0.254,10.254,0.371535229,50.24814805
0.254,10.254,0.375837404,50.24905329
0.254,10.254,0.380189396,50.24997462
0.254,10.254,0.384591782,50.25091229
0.254,10.254,0.389045145,50.2518666
0.254,10.254,0.393550075,50.25283782
0.254,10.254,0.398107171,50.25382626
0.254,10.254,0.402717034,50.2548322
0.254,10.254,0.407380278,50.25585596
0.254,10.254,0.412097519,50.25689784
0.254,10.254,0.416869383,50.25795818
0.254,10.254,0.421696503,50.25903729
0.254,10.254,0.426579519,50.26013552
0.254,10.254,0.431519077,50.26125322
0.254,10.254,0.436515832,50.26239073
0.254,10.254,0.441570447,50.26354842
0.254,10.254,0.446683592,50.26472667
0.254,10.254,0.451855944,50.26592586
0.254,10.254,0.45708819,50.26714638
0.254,10.254,0.462381021,50.26838864
0.254,10.254,0.467735141,50.26965304
0.254,10.254,0.473151259,50.27094002
0.254,10.254,0.478630092,50.27225002
0.254,10.254,0.484172368,50.27358347
0.254,10.254,0.489778819,50.27494084
0.254,10.254,0.495450191,50.27632261
0.254,10.254,0.501187234,50.27772925
0.254,10.254,0.506990708,50.27916128
0.254,10.254,0.512861384,50.28061919
0.254,10.254,0.518800039,50.28210352
0.254,10.254,0.52480746,50.28361481
0.254,10.254,0.530884444,50.28515361
0.254,10.254,0.537031796,50.28672049
0.254,10.254,0.543250331,50.28831604
0.254,10.254,0.549540874,50.28994086
0.254,10.254,0.555904257,50.29159558
0.254,10.254,0.562341325,50.29328082
0.254,10.254,0.568852931,50.29499723
0.254,10.254,0.575439937,50.2967455
0.254,10.254,0.582103218,50.2985263
0.254,10.254,0.588843655,50.30034034
0.254,10.254,0.595662144,50.30218835
0.254,10.254,0.602559586,50.30407108
0.254,10.254,0.609536897,50.30598929
0.254,10.254,0.616595002,50.30794376
0.254,10.254,0.623734835,50.30993531
0.254,10.254,0.630957344,50.31196476
0.254,10.254,0.638263486,50.31403296
0.254,10.254,0.645654229,50.31614078
0.254,10.254,0.653130553,50.31828912
0.254,10.254,0.660693448,50.32047891
0.254,10.254,0.668343918,50.32271107
0.254,10.254,0.676082975,50.32498658
0.254,10.254,0.683911647,50.32730643
0.254,10.254,0.691830971,50.32967163
0.254,10.254,0.699841996,50.33208324
0.254,10.254,0.707945784,50.33454233
0.254,10.254,0.71614341,50.33704998
0.254,10.254,0.72443596,50.33960733
0.254,10.254,0.732824533,50.34221553
0.254,10.254,0.741310241,50.34487576
0.254,10.254,0.749894209,50.34758924
0.254,10.254,0.758577575,50.3503572
0.254,10.254,0.767361489,50.35318093
0.254,10.254,0.776247117,50.35606172
0.254,10.254,0.785235635,50.35900091
0.254,10.254,0.794328235,50.36199988
0.254,10.254,0.803526122,50.36506002
0.254,10.254,0.812830516,50.36818277
0.254,10.254,0.82224265,50.37136961
0.254,10.254,0.831763771,50.37462204
0.254,10.254,0.841395142,50.3779416
0.254,10.254,0.851138038,50.38132987
0.254,10.254,0.860993752,50.38478848
0.254,10.254,0.87096359,50.38831907
0.254,10.254,0.881048873,50.39192334
0.254,10.254,0.891250938,50.39560303
0.254,10.254,0.901571138,50.39935992
0.254,10.254,0.912010839,50.40319581
0.254,10.254,0.922571427,50.40711257
0.254,10.254,0.933254301,50.4111121
0.254,10.254,0.944060876,50.41519634
0.254,10.254,0.954992586,50.41936729
0.254,10.254,0.966050879,50.42362699
0.254,10.254,0.977237221,50.42797751
0.254,10.254,0.988553095,50.43242099
0.254,10.254,1,50.4369596
0.254,10.254,1.011579454,50.44152329
0.254,10.254,1.023292992,50.44618771
